Name,Game,Area,Location
Gastrodon (East Sea),Sword,Galar,Den 52
Gastrodon (East Sea),Sword,Galar,Den 78
Gastrodon (East Sea),Sword,Galar,Den 8
Gastrodon (East Sea),Sword,Galar,Den 93
Gastrodon (West Sea),Violet,Paldea,4☆
Gengar,Scarlet,Paldea,5☆
Gengar,Scarlet,Paldea,6☆
Gengar,Shield,Crown Tundra,Den 183
Gengar,Shield,Galar,Den 43
Gengar,Shield,Galar,Den 81
Gengar,Sword,Crown Tundra,Den 183
Gengar,Sword,Galar,Den 43
Gengar,Violet,Paldea,5☆
Gengar,Violet,Paldea,6☆
Geodude (Alolan),Scarlet,Terarium,3☆
Geodude (Alolan),Violet,Terarium,3☆
Geodude (Kantonian),Scarlet,Kitakami,1☆
Geodude (Kantonian),Violet,Kitakami,1☆
Gible,Scarlet,Paldea,3☆
Gible,Shield,Crown Tundra,Den 184
Gible,Shield,Crown Tundra,Den 185
Gible,Violet,Paldea,3☆
Gigalith,Shield,Galar,Den 15
Gigalith,Shield,Galar,Den 3
Gigalith,Shield,Isle of Armor,Den 115
Gigalith,Shield,Isle of Armor,Den 116
Gigalith,Sword,Galar,Den 15
Gigalith,Sword,Galar,Den 3
Gigalith,Sword,Isle of Armor,Den 115
Gigalith,Sword,Isle of Armor,Den 116
Girafarig,Scarlet,Paldea,3☆
Girafarig,Violet,Paldea,3☆
Giratina (Altered),Shield,Crown Tundra,Dynamax Adventure
Giratina (Altered),Sword,Crown Tundra,Dynamax Adventure
Glaceon,Scarlet,Paldea,6☆
Glaceon,Shield,Crown Tundra,Den 194
Glaceon,Shield,Crown Tundra,Den 195
Glaceon,Shield,Galar,Den 73
Glaceon,Sword,Crown Tundra,Den 194
Glaceon,Sword,Crown Tundra,Den 195
Glaceon,Sword,Galar,Den 73
Glaceon,Violet,Paldea,6☆
Glalie,Scarlet,Paldea,5☆
Glalie,Shield,Crown Tundra,Den 168
Glalie,Shield,Crown Tundra,Den 169
Glalie,Shield,Crown Tundra,Den 182
Glalie,Shield,Crown Tundra,Dynamax Adventure
Glalie,Shield,Galar,Den 23
Glalie,Shield,Galar,Den 55
Glalie,Shield,Galar,Den 83
Glalie,Sword,Crown Tundra,Den 168
Glalie,Sword,Crown Tundra,Den 169
Glalie,Sword,Crown Tundra,Den 182
Glalie,Sword,Crown Tundra,Dynamax Adventure
Glalie,Sword,Galar,Den 23
Glalie,Sword,Galar,Den 55
Glalie,Violet,Paldea,5☆
Gligar,Scarlet,Kitakami,3☆
Glimmet,Scarlet,Paldea,3☆
Glimmet,Violet,Paldea,3☆
Glimmora,Scarlet,Paldea,5☆
Glimmora,Scarlet,Paldea,6☆
Glimmora,Violet,Paldea,5☆
Glimmora,Violet,Paldea,6☆
Gliscor,Scarlet,Kitakami,5☆
Gliscor,Scarlet,Kitakami,6☆
Gloom,Scarlet,Terarium,3☆
Gloom,Shield,Crown Tundra,Dynamax Adventure
Gloom,Shield,Galar,Den 26
Gloom,Shield,Galar,Den 30
Gloom,Sword,Crown Tundra,Dynamax Adventure
Gloom,Sword,Galar,Den 26
Gloom,Sword,Galar,Den 30
Gloom,Violet,Terarium,3☆
Gogoat,Scarlet,Paldea,4☆
Gogoat,Violet,Paldea,4☆
Golbat,Shield,Crown Tundra,Den 174
Golbat,Shield,Crown Tundra,Den 175
Golbat,Shield,Crown Tundra,Den 176
Golbat,Shield,Crown Tundra,Den 177
Golbat,Sword,Crown Tundra,Den 174
Golbat,Sword,Crown Tundra,Den 175
Golbat,Sword,Crown Tundra,Den 176
Golbat,Sword,Crown Tundra,Den 177
Goldeen,Shield,Isle of Armor,Den 133
Goldeen,Shield,Isle of Armor,Den 134
Goldeen,Sword,Isle of Armor,Den 133
Goldeen,Sword,Isle of Armor,Den 134
Golduck,Scarlet,Paldea,4☆
Golduck,Shield,Crown Tundra,Dynamax Adventure
Golduck,Shield,Isle of Armor,Den 135
Golduck,Shield,Isle of Armor,Den 136
Golduck,Shield,Isle of Armor,Den 148
Golduck,Sword,Crown Tundra,Dynamax Adventure
Golduck,Sword,Isle of Armor,Den 135
Golduck,Sword,Isle of Armor,Den 136
Golduck,Sword,Isle of Armor,Den 148
Golduck,Violet,Paldea,4☆
Golem (Alolan),Scarlet,Terarium,6☆
Golem (Alolan),Violet,Terarium,6☆
Golem (Kantonian),Scarlet,Kitakami,5☆
Golem (Kantonian),Scarlet,Kitakami,6☆
Golem (Kantonian),Violet,Kitakami,5☆
Golem (Kantonian),Violet,Kitakami,6☆
Golett,Scarlet,Terarium,3☆
Golett,Shield,Crown Tundra,Den 172
Golett,Shield,Galar,Den 52
Golett,Shield,Galar,Den 93
Golett,Sword,Crown Tundra,Den 172
Golett,Sword,Galar,Den 52
Golett,Sword,Galar,Den 93
Golett,Violet,Terarium,3☆
Golisopod,Shield,Galar,Den 46
Golisopod,Shield,Galar,Den 90
Golisopod,Shield,Galar,Den 92
Golisopod,Sword,Galar,Den 46
Golisopod,Sword,Galar,Den 90
Golisopod,Sword,Galar,Den 92
Golurk,Scarlet,Terarium,5☆
Golurk,Scarlet,Terarium,6☆
Golurk,Shield,Crown Tundra,Den 172
Golurk,Shield,Crown Tundra,Den 173
Golurk,Shield,Crown Tundra,Dynamax Adventure
Golurk,Shield,Galar,Den 52
Golurk,Shield,Galar,Den 93
Golurk,Shield,Isle of Armor,Den 104
Golurk,Sword,Crown Tundra,Den 172
Golurk,Sword,Crown Tundra,Den 173
Golurk,Sword,Crown Tundra,Dynamax Adventure
Golurk,Sword,Galar,Den 52
Golurk,Sword,Galar,Den 93
Golurk,Sword,Isle of Armor,Den 104
Golurk,Violet,Terarium,5☆
Golurk,Violet,Terarium,6☆
Goodra (Kalosian),Scarlet,Paldea,5☆
Goodra (Kalosian),Scarlet,Paldea,6☆
Goodra (Kalosian),Shield,Galar,Den 37
Goodra (Kalosian),Shield,Galar,Den 38
Goodra (Kalosian),Shield,Galar,Den 64
Goodra (Kalosian),Shield,Isle of Armor,Den 131
Goodra (Kalosian),Shield,Isle of Armor,Den 132
Goodra (Kalosian),Violet,Paldea,5☆
Goodra (Kalosian),Violet,Paldea,6☆
Goomy,Scarlet,Paldea,3☆
Goomy,Shield,Galar,Den 37
Goomy,Shield,Galar,Den 38
Goomy,Shield,Galar,Den 64
Goomy,Shield,Isle of Armor,Den 131
Goomy,Shield,Isle of Armor,Den 132
Goomy,Violet,Paldea,3☆
Gossifleur,Shield,Crown Tundra,Den 166
Gossifleur,Shield,Galar,Den 27
Gossifleur,Shield,Galar,Den 58
Gossifleur,Shield,Galar,Den 59
Gossifleur,Shield,Galar,Den 70
Gossifleur,Shield,Galar,Den 79
Gossifleur,Sword,Crown Tundra,Den 166
Gossifleur,Sword,Galar,Den 27
Gossifleur,Sword,Galar,Den 58
Gossifleur,Sword,Galar,Den 59
Gossifleur,Sword,Galar,Den 70
Gossifleur,Sword,Galar,Den 79
Gothita,Scarlet,Paldea,2☆
Gothita,Sword,Crown Tundra,Den 179
Gothita,Sword,Galar,Den 2
Gothita,Violet,Paldea,2☆
Gothitelle,Scarlet,Paldea,5☆
Gothitelle,Sword,Crown Tundra,Den 178
Gothitelle,Sword,Crown Tundra,Den 179
Gothitelle,Sword,Galar,Den 2
Gothitelle,Violet,Paldea,5☆
Gothorita,Scarlet,Paldea,3☆
Gothorita,Sword,Crown Tundra,Den 178
Gothorita,Sword,Galar,Den 2
Gothorita,Violet,Paldea,3☆
Gourgeist,Shield,Crown Tundra,Dynamax Adventure
Gourgeist,Shield,Galar,Den 28
Gourgeist,Shield,Galar,Den 6
Gourgeist,Shield,Isle of Armor,Den 128
Gourgeist,Sword,Crown Tundra,Dynamax Adventure
Gourgeist,Sword,Galar,Den 28
Gourgeist,Sword,Galar,Den 43
Gourgeist,Sword,Galar,Den 47
Gourgeist,Sword,Galar,Den 6
Gourgeist,Sword,Isle of Armor,Den 128
Grafaiai,Scarlet,Paldea,4☆
Grafaiai,Scarlet,Paldea,6☆
Grafaiai,Violet,Paldea,4☆
Grafaiai,Violet,Paldea,6☆
Granbull,Scarlet,Terarium,4☆
Granbull,Violet,Terarium,4☆
Grapploct,Shield,Crown Tundra,Dynamax Adventure
Grapploct,Shield,Galar,Den 10
Grapploct,Shield,Isle of Armor,Den 123
Grapploct,Shield,Isle of Armor,Den 124
Grapploct,Sword,Crown Tundra,Dynamax Adventure
Grapploct,Sword,Galar,Den 10
Grapploct,Sword,Isle of Armor,Den 123
Grapploct,Sword,Isle of Armor,Den 124
Graveler (Kantonian),Scarlet,Kitakami,4☆
Graveler (Kantonian),Violet,Kitakami,4☆
Greavard,Scarlet,Paldea,1☆
Greavard,Violet,Paldea,1☆
Greedent,Scarlet,Paldea,3☆
Greedent,Scarlet,Paldea,5☆
Greedent,Shield,Crown Tundra,Den 159
Greedent,Shield,Crown Tundra,Dynamax Adventure
Greedent,Shield,Galar,Den 40
Greedent,Shield,Isle of Armor,Den 151
Greedent,Shield,Isle of Armor,Den 158
Greedent,Sword,Crown Tundra,Den 159
Greedent,Sword,Crown Tundra,Dynamax Adventure
Greedent,Sword,Galar,Den 40
Greedent,Sword,Isle of Armor,Den 151
Greedent,Sword,Isle of Armor,Den 158
Greedent,Violet,Paldea,3☆
Greedent,Violet,Paldea,5☆
Grimer (Alolan),Scarlet,Terarium,3☆
Grimer (Alolan),Violet,Terarium,3☆
Grimer (Kantonian),Scarlet,Paldea,2☆
Grimer (Kantonian),Violet,Paldea,2☆
Grimmsnarl,Scarlet,Paldea,5☆
Grimmsnarl,Shield,Crown Tundra,Den 186
Grimmsnarl,Shield,Crown Tundra,Den 187
Grimmsnarl,Shield,Crown Tundra,Dynamax Adventure
Grimmsnarl,Shield,Galar,Den 34
Grimmsnarl,Shield,Galar,Den 36
Grimmsnarl,Shield,Galar,Den 62
Grimmsnarl,Shield,Galar,Den 74
Grimmsnarl,Shield,Galar,Den 82
Grimmsnarl,Shield,Galar,Den 87
Grimmsnarl,Shield,Galar,Den 88
Grimmsnarl,Sword,Crown Tundra,Den 186
Grimmsnarl,Sword,Crown Tundra,Den 187
Grimmsnarl,Sword,Crown Tundra,Dynamax Adventure
Grimmsnarl,Sword,Galar,Den 34
Grimmsnarl,Sword,Galar,Den 36
Grimmsnarl,Sword,Galar,Den 62
Grimmsnarl,Sword,Galar,Den 74
Grimmsnarl,Sword,Galar,Den 82
Grimmsnarl,Sword,Galar,Den 87
Grimmsnarl,Sword,Galar,Den 88
Grimmsnarl,Violet,Paldea,5☆
Groudon,Sword,Crown Tundra,Dynamax Adventure
Grovyle,Shield,Crown Tundra,Dynamax Adventure
Grovyle,Sword,Crown Tundra,Dynamax Adventure
Growlithe (Kantonian),Scarlet,Paldea,2☆
Growlithe (Kantonian),Shield,Galar,Den 18
Growlithe (Kantonian),Shield,Galar,Den 19
Growlithe (Kantonian),Shield,Galar,Den 20
Growlithe (Kantonian),Shield,Galar,Den 53
Growlithe (Kantonian),Shield,Galar,Den 54
Growlithe (Kantonian),Shield,Galar,Den 71
Growlithe (Kantonian),Shield,Galar,Den 77
Growlithe (Kantonian),Shield,Galar,Den 80
Growlithe (Kantonian),Violet,Paldea,2☆
Grubbin,Scarlet,Kitakami,1☆
Grubbin,Shield,Galar,Den 4
Grubbin,Sword,Galar,Den 4
Grubbin,Violet,Kitakami,1☆
Grumpig,Scarlet,Paldea,4☆
Grumpig,Violet,Paldea,4☆
Gulpin,Violet,Paldea,2☆
Gumshoos,Scarlet,Paldea,3☆
Gumshoos,Violet,Paldea,3☆
Gurdurr,Scarlet,Kitakami,3☆
Gurdurr,Shield,Crown Tundra,Den 172
Gurdurr,Shield,Crown Tundra,Den 173
Gurdurr,Shield,Crown Tundra,Dynamax Adventure
Gurdurr,Shield,Galar,Den 1
Gurdurr,Sword,Crown Tundra,Den 172
Gurdurr,Sword,Crown Tundra,Den 173
Gurdurr,Sword,Crown Tundra,Dynamax Adventure
Gurdurr,Sword,Galar,Den 1
Gurdurr,Violet,Kitakami,3☆
Guzzlord,Shield,Crown Tundra,Dynamax Adventure
Guzzlord,Sword,Crown Tundra,Dynamax Adventure
Gyarados,Scarlet,Paldea,5☆
Gyarados,Scarlet,Paldea,6☆
Gyarados,Shield,Crown Tundra,Den 162
Gyarados,Shield,Crown Tundra,Den 163
Gyarados,Shield,Galar,Den 44
Gyarados,Shield,Galar,Den 7
Gyarados,Shield,Galar,Den 75
Gyarados,Shield,Galar,Den 78
Gyarados,Shield,Galar,Den 91
Gyarados,Shield,Isle of Armor,Den 131
Gyarados,Shield,Isle of Armor,Den 136
Gyarados,Shield,Isle of Armor,Den 146
Gyarados,Shield,Isle of Armor,Den 155
Gyarados,Sword,Crown Tundra,Den 162
Gyarados,Sword,Crown Tundra,Den 163
Gyarados,Sword,Galar,Den 44
Gyarados,Sword,Galar,Den 7
Gyarados,Sword,Galar,Den 75
Gyarados,Sword,Galar,Den 78
Gyarados,Sword,Galar,Den 91
Gyarados,Sword,Isle of Armor,Den 131
Gyarados,Sword,Isle of Armor,Den 136
Gyarados,Sword,Isle of Armor,Den 146
Gyarados,Sword,Isle of Armor,Den 155
Gyarados,Violet,Paldea,5☆
Gyarados,Violet,Paldea,6☆
Hakamo-o,Scarlet,Kitakami,4☆
Hakamo-o,Sword,Galar,Den 37
Hakamo-o,Sword,Galar,Den 38
Hakamo-o,Sword,Galar,Den 64
Hakamo-o,Sword,Isle of Armor,Den 131
Hakamo-o,Sword,Isle of Armor,Den 132
Hakamo-o,Violet,Kitakami,4☆
Happiny,Shield,Isle of Armor,Den 141
Happiny,Sword,Isle of Armor,Den 141
Hariyama,Scarlet,Paldea,5☆
Hariyama,Violet,Paldea,5☆
Hatenna,Scarlet,Paldea,1☆
Hatenna,Shield,Crown Tundra,Den 190
Hatenna,Shield,Galar,Den 13
Hatenna,Shield,Galar,Den 50
Hatenna,Shield,Galar,Den 68
Hatenna,Sword,Crown Tundra,Den 190
Hatenna,Sword,Galar,Den 13
Hatenna,Sword,Galar,Den 50
Hatenna,Sword,Galar,Den 68
Hatenna,Violet,Paldea,1☆
Hatterene,Scarlet,Paldea,5☆
Hatterene,Shield,Crown Tundra,Den 190
Hatterene,Shield,Crown Tundra,Den 191
Hatterene,Shield,Crown Tundra,Dynamax Adventure
Hatterene,Shield,Galar,Den 13
Hatterene,Shield,Galar,Den 50
Hatterene,Shield,Galar,Den 68
Hatterene,Shield,Galar,Den 87
Hatterene,Sword,Crown Tundra,Den 190
Hatterene,Sword,Crown Tundra,Den 191
Hatterene,Sword,Crown Tundra,Dynamax Adventure
Hatterene,Sword,Galar,Den 13
Hatterene,Sword,Galar,Den 50
Hatterene,Sword,Galar,Den 68
Hatterene,Sword,Galar,Den 87
Hatterene,Violet,Paldea,5☆
Hattrem,Scarlet,Paldea,3☆
Hattrem,Shield,Crown Tundra,Den 190
Hattrem,Shield,Galar,Den 13
Hattrem,Shield,Galar,Den 50
Hattrem,Shield,Galar,Den 68
Hattrem,Sword,Crown Tundra,Den 190
Hattrem,Sword,Galar,Den 13
Hattrem,Sword,Galar,Den 50
Hattrem,Sword,Galar,Den 68
Hattrem,Violet,Paldea,3☆
Haunter,Scarlet,Paldea,3☆
Haunter,Shield,Crown Tundra,Dynamax Adventure
Haunter,Shield,Galar,Den 30
Haunter,Shield,Galar,Den 43
Haunter,Shield,Galar,Den 6
Haunter,Shield,Galar,Den 81
Haunter,Sword,Crown Tundra,Den 183
Haunter,Sword,Crown Tundra,Dynamax Adventure
Haunter,Sword,Galar,Den 30
Haunter,Sword,Galar,Den 43
Haunter,Sword,Galar,Den 6
Haunter,Violet,Paldea,3☆
Hawlucha,Scarlet,Paldea,4☆
Hawlucha,Shield,Crown Tundra,Dynamax Adventure
Hawlucha,Shield,Galar,Den 10
Hawlucha,Shield,Galar,Den 32
Hawlucha,Shield,Galar,Den 48
Hawlucha,Shield,Galar,Den 61
Hawlucha,Shield,Galar,Den 89
Hawlucha,Sword,Crown Tundra,Dynamax Adventure
Hawlucha,Sword,Galar,Den 10
Hawlucha,Sword,Galar,Den 32
Hawlucha,Sword,Galar,Den 61
Hawlucha,Sword,Galar,Den 81
Hawlucha,Sword,Galar,Den 89
Hawlucha,Violet,Paldea,4☆
Haxorus,Scarlet,Paldea,5☆
Haxorus,Scarlet,Paldea,6☆
Haxorus,Shield,Galar,Den 37
Haxorus,Sword,Galar,Den 37
Haxorus,Sword,Galar,Den 64
Haxorus,Violet,Paldea,5☆
Haxorus,Violet,Paldea,6☆
Heatmor,Shield,Crown Tundra,Den 160
Heatmor,Shield,Crown Tundra,Den 161
Heatmor,Shield,Crown Tundra,Dynamax Adventure
Heatmor,Shield,Galar,Den 18
Heatmor,Shield,Galar,Den 53
Heatmor,Shield,Galar,Den 54
Heatmor,Shield,Galar,Den 71
Heatmor,Shield,Galar,Den 77
Heatmor,Shield,Galar,Den 80
Heatmor,Sword,Crown Tundra,Den 160
Heatmor,Sword,Crown Tundra,Den 161
Heatmor,Sword,Crown Tundra,Dynamax Adventure
Heatmor,Sword,Galar,Den 18
Heatmor,Sword,Galar,Den 53
Heatmor,Sword,Galar,Den 54
Heatmor,Sword,Galar,Den 71
Heatmor,Sword,Galar,Den 77
Heatmor,Sword,Galar,Den 80
Heatran,Shield,Crown Tundra,Dynamax Adventure
Heatran,Sword,Crown Tundra,Dynamax Adventure
Heliolisk,Shield,Crown Tundra,Dynamax Adventure
Heliolisk,Shield,Galar,Den 25
Heliolisk,Shield,Galar,Den 39
Heliolisk,Shield,Galar,Den 72
Heliolisk,Sword,Crown Tundra,Dynamax Adventure
Heliolisk,Sword,Galar,Den 25
Heliolisk,Sword,Galar,Den 39
Heliolisk,Sword,Galar,Den 72
Helioptile,Shield,Galar,Den 25
Helioptile,Shield,Galar,Den 39
Helioptile,Shield,Galar,Den 57
Helioptile,Shield,Galar,Den 72
Helioptile,Sword,Galar,Den 25
Helioptile,Sword,Galar,Den 39
Helioptile,Sword,Galar,Den 57
Helioptile,Sword,Galar,Den 72
Heracross,Scarlet,Paldea,4☆
Heracross,Scarlet,Paldea,6☆
Heracross,Shield,Isle of Armor,Den 109
Heracross,Shield,Isle of Armor,Den 110
Heracross,Shield,Isle of Armor,Den 149
Heracross,Violet,Paldea,4☆
Heracross,Violet,Paldea,6☆
Herdier,Shield,Isle of Armor,Den 99
Herdier,Sword,Isle of Armor,Den 99
Hippopotas,Scarlet,Paldea,3☆
Hippopotas,Shield,Galar,Den 17
Hippopotas,Sword,Galar,Den 17
Hippopotas,Violet,Paldea,3☆
Hippowdon,Scarlet,Paldea,5☆
Hippowdon,Scarlet,Paldea,6☆
Hippowdon,Shield,Galar,Den 17
Hippowdon,Sword,Galar,Den 17
Hippowdon,Violet,Paldea,5☆
Hippowdon,Violet,Paldea,6☆
Hitmonchan,Scarlet,Terarium,5☆
Hitmonchan,Shield,Crown Tundra,Den 173
Hitmonchan,Shield,Crown Tundra,Dynamax Adventure
Hitmonchan,Shield,Galar,Den 1
Hitmonchan,Sword,Crown Tundra,Dynamax Adventure
Hitmonchan,Sword,Galar,Den 1
Hitmonchan,Violet,Terarium,5☆
Hitmonlee,Scarlet,Terarium,5☆
Hitmonlee,Shield,Crown Tundra,Dynamax Adventure
Hitmonlee,Shield,Galar,Den 1
Hitmonlee,Sword,Crown Tundra,Den 173
Hitmonlee,Sword,Crown Tundra,Dynamax Adventure
Hitmonlee,Sword,Galar,Den 1
Hitmonlee,Violet,Terarium,5☆
Hitmontop,Scarlet,Terarium,5☆
Hitmontop,Shield,Crown Tundra,Den 173
Hitmontop,Shield,Crown Tundra,Dynamax Adventure
Hitmontop,Shield,Galar,Den 1
Hitmontop,Sword,Crown Tundra,Den 173
Hitmontop,Sword,Crown Tundra,Dynamax Adventure
Hitmontop,Sword,Galar,Den 1
Hitmontop,Violet,Terarium,5☆
Ho-Oh,Sword,Crown Tundra,Dynamax Adventure
Honchkrow,Scarlet,Paldea,5☆
Honchkrow,Violet,Paldea,5☆
Honedge,Shield,Galar,Den 47
Honedge,Shield,Galar,Den 49
Honedge,Shield,Galar,Den 81
Honedge,Shield,Galar,Den 85
Honedge,Sword,Galar,Den 47
Honedge,Sword,Galar,Den 49
Honedge,Sword,Galar,Den 85
Hoothoot,Scarlet,Kitakami,1☆
Hoothoot,Shield,Galar,Den 31
Hoothoot,Shield,Galar,Den 39
Hoothoot,Shield,Galar,Den 61
Hoothoot,Shield,Galar,Den 89
Hoothoot,Shield,Isle of Armor,Den 108
Hoothoot,Sword,Galar,Den 31
Hoothoot,Sword,Galar,Den 39
Hoothoot,Sword,Galar,Den 61
Hoothoot,Sword,Galar,Den 89
Hoothoot,Sword,Isle of Armor,Den 108
Hoothoot,Violet,Kitakami,1☆
Hoppip,Scarlet,Paldea,1☆
Hoppip,Violet,Paldea,1☆
Horsea,Scarlet,Terarium,1☆
Horsea,Shield,Isle of Armor,Den 131
Horsea,Shield,Isle of Armor,Den 132
Horsea,Sword,Isle of Armor,Den 131
Horsea,Sword,Isle of Armor,Den 132
Horsea,Violet,Terarium,1☆
Houndoom,Scarlet,Paldea,5☆
Houndoom,Violet,Paldea,5☆
Houndour,Scarlet,Paldea,2☆
Houndour,Violet,Paldea,2☆
Houndstone,Scarlet,Paldea,4☆
Houndstone,Violet,Paldea,4☆
Hydreigon,Scarlet,Paldea,5☆
Hydreigon,Scarlet,Paldea,6☆
Hydreigon,Sword,Galar,Den 36
Hydreigon,Sword,Galar,Den 63
Hydreigon,Sword,Galar,Den 88
Hypno,Scarlet,Paldea,4☆
Hypno,Violet,Paldea,4☆
Igglybuff,Scarlet,Paldea,1☆
Igglybuff,Shield,Isle of Armor,Den 125
Igglybuff,Shield,Isle of Armor,Den 99
Igglybuff,Sword,Isle of Armor,Den 125
Igglybuff,Sword,Isle of Armor,Den 99
Igglybuff,Violet,Paldea,1☆
Illumise,Scarlet,Kitakami,2☆
Illumise,Scarlet,Kitakami,4☆
Illumise,Violet,Kitakami,2☆
Illumise,Violet,Kitakami,4☆
Impidimp,Scarlet,Paldea,2☆
Impidimp,Shield,Crown Tundra,Den 186
Impidimp,Shield,Crown Tundra,Den 187
Impidimp,Shield,Galar,Den 34
Impidimp,Shield,Galar,Den 36
Impidimp,Shield,Galar,Den 62
Impidimp,Shield,Galar,Den 74
Impidimp,Shield,Galar,Den 82
Impidimp,Shield,Galar,Den 87
Impidimp,Shield,Galar,Den 88
Impidimp,Sword,Crown Tundra,Den 186
Impidimp,Sword,Crown Tundra,Den 187
Impidimp,Sword,Galar,Den 34
Impidimp,Sword,Galar,Den 36
Impidimp,Sword,Galar,Den 62
Impidimp,Sword,Galar,Den 74
Impidimp,Sword,Galar,Den 82
Impidimp,Sword,Galar,Den 87
Impidimp,Sword,Galar,Den 88
Impidimp,Violet,Paldea,2☆
Indeedee,Scarlet,Paldea,3☆
Indeedee,Scarlet,Paldea,5☆
Indeedee,Shield,Crown Tundra,Den 178
Indeedee,Shield,Crown Tundra,Den 179
Indeedee,Shield,Crown Tundra,Dynamax Adventure
Indeedee,Shield,Galar,Den 13
Indeedee,Shield,Galar,Den 14
Indeedee,Shield,Galar,Den 40
Indeedee,Shield,Galar,Den 65
Indeedee,Shield,Isle of Armor,Den 118
Indeedee,Sword,Crown Tundra,Den 178
Indeedee,Sword,Crown Tundra,Den 179
Indeedee,Sword,Crown Tundra,Dynamax Adventure
Indeedee,Sword,Galar,Den 13
Indeedee,Sword,Galar,Den 14
Indeedee,Sword,Galar,Den 40
Indeedee,Sword,Galar,Den 65
Indeedee,Sword,Isle of Armor,Den 118
Indeedee,Violet,Paldea,3☆
Indeedee,Violet,Paldea,5☆
Inkay,Scarlet,Terarium,3☆
Inkay,Shield,Galar,Den 35
Inkay,Shield,Galar,Den 50
Inkay,Shield,Galar,Den 68
Inkay,Shield,Galar,Den 69
Inkay,Shield,Isle of Armor,Den 122
Inkay,Sword,Galar,Den 35
Inkay,Sword,Galar,Den 50
Inkay,Sword,Galar,Den 68
Inkay,Sword,Galar,Den 69
Inkay,Sword,Isle of Armor,Den 122
Inkay,Violet,Terarium,3☆
Ivysaur,Shield,Crown Tundra,Dynamax Adventure
Ivysaur,Sword,Crown Tundra,Dynamax Adventure
Jangmo-o,Scarlet,Kitakami,3☆
Jangmo-o,Sword,Galar,Den 37
Jangmo-o,Sword,Galar,Den 38
Jangmo-o,Sword,Galar,Den 64
Jangmo-o,Sword,Isle of Armor,Den 131
Jangmo-o,Sword,Isle of Armor,Den 132
Jangmo-o,Violet,Kitakami,3☆
Jellicent,Shield,Crown Tundra,Dynamax Adventure
Jellicent,Shield,Galar,Den 42
Jellicent,Shield,Galar,Den 6
Jellicent,Shield,Isle of Armor,Den 127
Jellicent,Shield,Isle of Armor,Den 128
Jellicent,Sword,Crown Tundra,Dynamax Adventure
Jellicent,Sword,Galar,Den 42
Jellicent,Sword,Galar,Den 6
Jellicent,Sword,Isle of Armor,Den 127
Jellicent,Sword,Isle of Armor,Den 128
Jigglypuff,Scarlet,Paldea,2☆
Jigglypuff,Shield,Crown Tundra,Dynamax Adventure
Jigglypuff,Shield,Isle of Armor,Den 100
Jigglypuff,Shield,Isle of Armor,Den 125
Jigglypuff,Shield,Isle of Armor,Den 99
Jigglypuff,Sword,Crown Tundra,Dynamax Adventure
Jigglypuff,Sword,Isle of Armor,Den 100
Jigglypuff,Sword,Isle of Armor,Den 125
Jigglypuff,Sword,Isle of Armor,Den 99
Jigglypuff,Violet,Paldea,2☆
Jolteon,Scarlet,Paldea,6☆
Jolteon,Shield,Crown Tundra,Den 194
Jolteon,Shield,Crown Tundra,Den 195
Jolteon,Shield,Crown Tundra,Dynamax Adventure
Jolteon,Shield,Galar,Den 72
Jolteon,Sword,Crown Tundra,Den 194
Jolteon,Sword,Crown Tundra,Den 195
Jolteon,Sword,Crown Tundra,Dynamax Adventure
Jolteon,Sword,Galar,Den 72
Jolteon,Violet,Paldea,6☆
Joltik,Scarlet,Terarium,1☆
Joltik,Shield,Crown Tundra,Den 164
Joltik,Shield,Galar,Den 24
Joltik,Shield,Galar,Den 4
Joltik,Shield,Galar,Den 5
Joltik,Shield,Galar,Den 56
Joltik,Shield,Galar,Den 57
Joltik,Shield,Isle of Armor,Den 149
Joltik,Sword,Crown Tundra,Den 164
Joltik,Sword,Galar,Den 24
Joltik,Sword,Galar,Den 4
Joltik,Sword,Galar,Den 5
Joltik,Sword,Galar,Den 56
Joltik,Sword,Galar,Den 57
Joltik,Sword,Isle of Armor,Den 149
Joltik,Violet,Terarium,1☆
Jynx,Shield,Crown Tundra,Den 168
Jynx,Shield,Crown Tundra,Den 169
Jynx,Shield,Crown Tundra,Dynamax Adventure
Jynx,Sword,Crown Tundra,Den 168
Jynx,Sword,Crown Tundra,Den 169
Jynx,Sword,Crown Tundra,Dynamax Adventure
Kabuto,Shield,Crown Tundra,Den 162
Kabuto,Shield,Crown Tundra,Den 163
Kabuto,Shield,Crown Tundra,Den 196
Kabuto,Shield,Crown Tundra,Den 197
Kabutops,Shield,Crown Tundra,Den 162
Kabutops,Shield,Crown Tundra,Den 163
Kabutops,Shield,Crown Tundra,Den 196
Kabutops,Shield,Crown Tundra,Den 197
Kadabra,Shield,Crown Tundra,Dynamax Adventure
Kadabra,Shield,Isle of Armor,Den 117
Kadabra,Sword,Crown Tundra,Dynamax Adventure
Kadabra,Sword,Isle of Armor,Den 117
Kadabra,Sword,Isle of Armor,Den 118
Kangaskhan,Shield,Crown Tundra,Dynamax Adventure
Kangaskhan,Shield,Isle of Armor,Den 103
Kangaskhan,Shield,Isle of Armor,Den 104
Kangaskhan,Sword,Crown Tundra,Dynamax Adventure
Kangaskhan,Sword,Isle of Armor,Den 103
Kangaskhan,Sword,Isle of Armor,Den 104
Karrablast,Shield,Galar,Den 46
